name,gender,total_years,peak_year,peak_count,decade
Auda,F,1,1910,5,1910
Clister,F,1,1910,5,1910
Hilja,F,1,1910,5,1910
Lexie,M,1,1910,6,1910
Printes,M,1,1910,5,1910
Zennie,M,1,1910,5,1910
Alberdia,F,1,1911,5,1910
Ozite,F,1,1911,5,1910
Smithie,F,1,1911,9,1910
Vardaman,M,1,1911,6,1910
Agnew,M,1,1912,5,1910
Ledia,F,1,1912,5,1910
Monie,F,1,1912,5,1910
Myrene,F,1,1912,5,1910
Ramirez,M,1,1912,6,1910
Sennie,F,1,1912,6,1910
Senona,F,1,1912,6,1910
Swen,M,1,1912,5,1910
Forney,M,1,1913,5,1910
Giovannina,F,1,1913,5,1910
Luvinia,F,1,1913,5,1910
Mazzie,F,1,1913,5,1910
Ramoncita,F,1,1913,6,1910
Thelmon,M,1,1913,5,1910
Udell,F,1,1913,5,1910
Alderic,M,1,1914,6,1910
Aldor,M,1,1914,5,1910
Arkie,F,1,1914,6,1910
Bartolomeo,M,1,1914,6,1910
Berthe,F,1,1914,6,1910
Clemson,M,1,1914,7,1910
Cloda,F,1,1914,5,1910
Dellie,F,1,1914,5,1910
Earle,F,1,1914,5,1910
Ermine,F,1,1914,5,1910
Faber,M,1,1914,5,1910
Flournoy,M,1,1914,8,1910
Fozie,F,1,1914,5,1910
Gertrudes,F,1,1914,5,1910
Glida,F,1,1914,5,1910
Knute,M,1,1914,5,1910
Loomis,M,1,1914,5,1910
Mamye,F,1,1914,5,1910
Moir,M,1,1914,6,1910
Moultrie,M,1,1914,6,1910
Nolie,M,1,1914,7,1910
Nondas,F,1,1914,5,1910
Orvilla,F,1,1914,5,1910
Pretto,F,1,1914,5,1910
Selma,M,1,1914,6,1910
Shozo,M,1,1914,5,1910
Varner,M,1,1914,6,1910
Viney,F,1,1914,6,1910
Wood,M,1,1914,5,1910
Alexina,F,1,1915,5,1910
Alleyne,F,1,1915,6,1910
Anniebell,F,1,1915,5,1910
Artha,F,1,1915,5,1910
Aster,M,1,1915,5,1910
Avis,M,1,1915,5,1910
Benigna,F,1,1915,5,1910
Birt,M,1,1915,5,1910
Broughton,M,1,1915,5,1910
Cannie,F,1,1915,6,1910
Corbit,M,1,1915,6,1910
Cuma,F,1,1915,5,1910
Dolorez,F,1,1915,5,1910
Elvis,F,1,1915,5,1910
Estoria,F,1,1915,5,1910
Ethelbert,M,1,1915,5,1910
Exum,M,1,1915,6,1910
Garlon,M,1,1915,5,1910
Gradie,F,1,1915,6,1910
Gregoria,M,1,1915,6,1910
Hargus,M,1,1915,5,1910
Josphine,F,1,1915,5,1910
Lattie,M,1,1915,5,1910
Lema,F,1,1915,6,1910
Lenvil,M,1,1915,5,1910
Leoda,F,1,1915,5,1910
Marcy,M,1,1915,6,1910
Merlie,F,1,1915,5,1910
Michiye,F,1,1915,5,1910
Ona,M,1,1915,5,1910
Osborn,M,1,1915,6,1910
Oveda,F,1,1915,5,1910
Ragna,F,1,1915,5,1910
Rhelda,F,1,1915,5,1910
Sakae,F,1,1915,5,1910
Sinforosa,F,1,1915,5,1910
Smiley,M,1,1915,5,1910
Soichi,M,1,1915,5,1910
Vanella,F,1,1915,5,1910
Villa,F,1,1915,5,1910
Wilfred,F,1,1915,5,1910
Wreatha,F,1,1915,5,1910
Zudora,F,1,1915,5,1910
Aino,F,1,1916,5,1910
Aldena,F,1,1916,6,1910
Ameal,M,1,1916,6,1910
Andreita,F,1,1916,5,1910
Ardie,F,1,1916,6,1910
Autie,F,1,1916,5,1910
Beauton,F,1,1916,5,1910
Bunyan,M,1,1916,5,1910
Burch,M,1,1916,5,1910
Calloway,M,1,1916,6,1910
Casimera,F,1,1916,5,1910
Clardie,M,1,1916,6,1910
Clyda,F,1,1916,5,1910
Editha,F,1,1916,5,1910
Elmo,F,1,1916,5,1910
Epsie,F,1,1916,5,1910
Erle,M,1,1916,5,1910
Ermal,F,1,1916,5,1910
Ersel,M,1,1916,5,1910
Euclide,M,1,1916,5,1910
Evo,M,1,1916,5,1910
Fannie,M,1,1916,5,1910
Fergus,M,1,1916,5,1910
Geneve,F,1,1916,5,1910
Genieve,F,1,1916,5,1910
Hannie,F,1,1916,5,1910
Hasker,M,1,1916,8,1910
Havis,M,1,1916,7,1910
Henning,M,1,1916,6,1910
Hildagarde,F,1,1916,5,1910
Isola,F,1,1916,5,1910
Leita,F,1,1916,5,1910
Loney,F,1,1916,6,1910
Maedelle,F,1,1916,5,1910
Marvene,F,1,1916,5,1910
Ney,M,1,1916,7,1910
Noal,M,1,1916,5,1910
Nunziata,F,1,1916,6,1910
Odesser,F,1,1916,7,1910
Offie,F,1,1916,5,1910
Oppie,F,1,1916,5,1910
Othello,F,1,1916,5,1910
Otmer,M,1,1916,5,1910
Rozia,F,1,1916,5,1910
Rozie,F,1,1916,5,1910
Tamer,F,1,1916,5,1910
Teofil,M,1,1916,5,1910
Thorvald,M,1,1916,5,1910
Tsuruyo,F,1,1916,5,1910
Versie,M,1,1916,5,1910
Viona,F,1,1916,5,1910
Wingate,M,1,1916,5,1910
Zygmund,M,1,1916,5,1910
Adolphe,M,1,1917,5,1910
Allard,M,1,1917,5,1910
Alyda,F,1,1917,5,1910
Americus,M,1,1917,5,1910
Ardythe,F,1,1917,5,1910
Arnie,F,1,1917,5,1910
Aslee,F,1,1917,8,1910
Atha,M,1,1917,5,1910
Audine,F,1,1917,5,1910
Babe,F,1,1917,5,1910
Bisente,M,1,1917,5,1910
Blodwyn,F,1,1917,5,1910
Blossie,F,1,1917,5,1910
Bossie,M,1,1917,5,1910
Burrel,M,1,1917,6,1910
Clevie,F,1,1917,5,1910
Cola,F,1,1917,5,1910
Cornelious,F,1,1917,5,1910
Coyte,M,1,1917,5,1910
Cressie,F,1,1917,7,1910
Custer,M,1,1917,5,1910
Dossie,F,1,1917,5,1910
Earland,M,1,1917,7,1910
Elvi,F,1,1917,6,1910
Elvire,F,1,1917,6,1910
Elzina,F,1,1917,7,1910
Estefanita,F,1,1917,5,1910
Faust,M,1,1917,5,1910
Frankye,F,1,1917,5,1910
Gesualdo,M,1,1917,5,1910
Hachiro,M,1,1917,6,1910
Hallet,M,1,1917,5,1910
Ingram,M,1,1917,5,1910
Konstanty,M,1,1917,5,1910
Ladislav,M,1,1917,5,1910
Laurencia,F,1,1917,5,1910
Levis,F,1,1917,5,1910
Lodell,F,1,1917,5,1910
Lothrop,M,1,1917,5,1910
Louelle,F,1,1917,6,1910
Lutrelle,F,1,1917,5,1910
Mandel,M,1,1917,5,1910
Mansfield,M,1,1917,5,1910
Marvelle,F,1,1917,5,1910
Matha,F,1,1917,5,1910
Monzelle,F,1,1917,5,1910
Morio,M,1,1917,5,1910
Muguette,F,1,1917,5,1910
Nerine,F,1,1917,5,1910
Nobu,F,1,1917,5,1910
Oswell,M,1,1917,5,1910
Palmyra,F,1,1917,5,1910
Phillips,M,1,1917,5,1910
Proctor,M,1,1917,5,1910
Quessie,F,1,1917,5,1910
Seiki,M,1,1917,5,1910
Shigeno,F,1,1917,6,1910
Shizuyo,F,1,1917,5,1910
Sigmond,M,1,1917,5,1910
Sollie,M,1,1917,7,1910
Stiney,M,1,1917,5,1910
Taeko,F,1,1917,5,1910
Tee,M,1,1917,5,1910
Teruyo,F,1,1917,5,1910
Tevis,F,1,1917,5,1910
Thales,M,1,1917,5,1910
Thecla,F,1,1917,5,1910
Tsuyoshi,M,1,1917,5,1910
Vauda,F,1,1917,5,1910
Vestal,F,1,1917,5,1910
Warfield,M,1,1917,5,1910
Wavy,M,1,1917,5,1910
Woodruff,M,1,1917,5,1910
Akie,F,1,1918,5,1910
Albie,F,1,1918,5,1910
Albirda,F,1,1918,5,1910
Algerd,M,1,1918,5,1910
Algot,M,1,1918,6,1910
Alsace,F,1,1918,5,1910
Altheda,F,1,1918,5,1910
Ample,F,1,1918,5,1910
Ardele,F,1,1918,5,1910
Ardith,M,1,1918,5,1910
Audra,M,1,1918,6,1910
Beddie,F,1,1918,5,1910
Bedie,F,1,1918,5,1910
Branch,M,1,1918,5,1910
Burlie,M,1,1918,5,1910
Carless,M,1,1918,5,1910
Carnation,F,1,1918,5,1910
Clenard,M,1,1918,8,1910
Cleother,M,1,1918,5,1910
Clide,F,1,1918,5,1910
Conola,F,1,1918,5,1910
Delone,F,1,1918,6,1910
Dolph,M,1,1918,6,1910
Dorothee,F,1,1918,6,1910
Eithel,F,1,1918,6,1910
Emerine,F,1,1918,5,1910
Ernesteen,F,1,1918,5,1910
Evart,M,1,1918,5,1910
Felisiano,M,1,1918,6,1910
Floy,M,1,1918,5,1910
Foch,M,1,1918,8,1910
Fonnie,F,1,1918,5,1910
Francile,F,1,1918,5,1910
Gardiner,M,1,1918,5,1910
Gerhart,M,1,1918,5,1910
Herchel,M,1,1918,5,1910
Hildred,M,1,1918,5,1910
Hobby,M,1,1918,9,1910
Ida,M,1,1918,5,1910
Jurell,F,1,1918,5,1910
Kline,M,1,1918,5,1910
Lemoyne,M,1,1918,5,1910
Lidwina,F,1,1918,5,1910
Lucille,M,1,1918,5,1910
Luddie,F,1,1918,5,1910
Lynford,M,1,1918,6,1910
Magdelene,F,1,1918,5,1910
Marne,M,1,1918,5,1910
Masaharu,M,1,1918,6,1910
Mayfred,F,1,1918,5,1910
Mcadoo,M,1,1918,5,1910
Miladie,F,1,1918,5,1910
Minnis,M,1,1918,5,1910
Misue,F,1,1918,5,1910
Miye,F,1,1918,5,1910
Murel,F,1,1918,5,1910
Narcille,F,1,1918,5,1910
Opha,M,1,1918,5,1910
Orneta,F,1,1918,5,1910
Osa,F,1,1918,6,1910
Other,M,1,1918,5,1910
Philo,M,1,1918,5,1910
Pinkey,F,1,1918,5,1910
Romie,F,1,1918,6,1910
Seabron,M,1,1918,5,1910
Selda,F,1,1918,5,1910
Tallie,M,1,1918,5,1910
Thekla,F,1,1918,5,1910
Truby,F,1,1918,5,1910
Uel,M,1,1918,5,1910
Verdelle,F,1,1918,5,1910
Verdun,M,1,1918,6,1910
Verl,F,1,1918,5,1910
Vincenzia,F,1,1918,5,1910
Walline,F,1,1918,7,1910
Yoshikatsu,M,1,1918,5,1910
Zuma,F,1,1918,5,1910
Almer,F,1,1919,5,1910
Almeter,F,1,1919,6,1910
Alvilda,F,1,1919,8,1910
Araminta,F,1,1919,5,1910
Aswell,M,1,1919,5,1910
Berdina,F,1,1919,6,1910
Bertice,F,1,1919,5,1910
Bertie,M,1,1919,6,1910
Bonifacia,F,1,1919,5,1910
Byrd,M,1,1919,5,1910
Claramae,F,1,1919,5,1910
Cletus,F,1,1919,6,1910
Cosby,M,1,1919,6,1910
Darnley,M,1,1919,5,1910
Derward,M,1,1919,5,1910
Detroit,M,1,1919,5,1910
Ebert,M,1,1919,6,1910
Edolia,F,1,1919,5,1910
Efton,M,1,1919,5,1910
Eloyse,F,1,1919,5,1910
Estellene,F,1,1919,5,1910
Estus,M,1,1919,5,1910
Ezma,F,1,1919,6,1910
Fraser,M,1,1919,5,1910
Geannie,F,1,1919,5,1910
Gerarda,F,1,1919,6,1910
Goldie,M,1,1919,5,1910
Hala,M,1,1919,7,1910
Hatsuye,F,1,1919,8,1910
Hensel,M,1,1919,7,1910
Itasca,F,1,1919,5,1910
Jadwiga,F,1,1919,5,1910
Jobie,M,1,1919,6,1910
Katsue,F,1,1919,5,1910
Katsuko,F,1,1919,5,1910
Kiichi,M,1,1919,7,1910
Leonise,F,1,1919,5,1910
Ludmilla,F,1,1919,6,1910
Matsuichi,M,1,1919,5,1910
Matsuye,F,1,1919,6,1910
Matty,M,1,1919,7,1910
Mirriam,F,1,1919,6,1910
Murrell,F,1,1919,5,1910
Nellora,F,1,1919,5,1910
Nicy,F,1,1919,5,1910
Ophia,F,1,1919,5,1910
Oreatha,F,1,1919,5,1910
Ottilia,F,1,1919,5,1910
Para,F,1,1919,5,1910
Petronila,F,1,1919,6,1910
President,M,1,1919,5,1910
Quention,M,1,1919,5,1910
Rubell,F,1,1919,5,1910
Rubylee,F,1,1919,5,1910
Sayoko,F,1,1919,5,1910
Sequoyah,M,1,1919,5,1910
Sewall,M,1,1919,5,1910
Shields,M,1,1919,5,1910
Taro,M,1,1919,6,1910
Thelda,F,1,1919,5,1910
Umeno,F,1,1919,5,1910
Virdie,F,1,1919,6,1910
Volney,M,1,1919,5,1910
Wassil,M,1,1919,5,1910
Westonia,F,1,1919,5,1910
Winfred,F,1,1919,5,1910
Wladyslawa,F,1,1919,5,1910
Acy,M,1,1920,5,1920
Addis,M,1,1920,5,1920
Athel,M,1,1920,5,1920
Audy,M,1,1920,6,1920
Berma,F,1,1920,6,1920
Blouncie,M,1,1920,8,1920
Burr,M,1,1920,6,1920
Cassie,M,1,1920,6,1920
Catello,M,1,1920,5,1920
Claxton,M,1,1920,5,1920
Cleave,M,1,1920,6,1920
Clorine,F,1,1920,5,1920
Clytie,F,1,1920,5,1920
Dardanella,F,1,1920,6,1920
Donzell,F,1,1920,7,1920
Dreddy,M,1,1920,7,1920
Easley,M,1,1920,5,1920
Ebbie,F,1,1920,5,1920
Eichi,M,1,1920,6,1920
Eldie,M,1,1920,5,1920
Elloree,F,1,1920,5,1920
Ercell,F,1,1920,6,1920
Ethyle,F,1,1920,5,1920
Ezelle,F,1,1920,5,1920
Fordyce,M,1,1920,5,1920
Francille,F,1,1920,5,1920
Geraldyne,F,1,1920,6,1920
Graple,F,1,1920,5,1920
Grover,F,1,1920,6,1920
Hovie,M,1,1920,5,1920
Jap,M,1,1920,5,1920
Leonilda,F,1,1920,5,1920
Levada,F,1,1920,5,1920
Lonas,M,1,1920,6,1920
Lorell,F,1,1920,5,1920
Loula,F,1,1920,5,1920
Lucielle,F,1,1920,5,1920
Lugardita,F,1,1920,5,1920
Madell,F,1,1920,7,1920
Majel,F,1,1920,5,1920
Manabu,M,1,1920,6,1920
Masakatsu,M,1,1920,5,1920
Mavis,M,1,1920,5,1920
Mervin,F,1,1920,6,1920
Millie,M,1,1920,5,1920
Misayo,F,1,1920,6,1920
Momoyo,F,1,1920,6,1920
Mosby,M,1,1920,5,1920
Nobuichi,M,1,1920,7,1920
Olavi,M,1,1920,5,1920
Olie,F,1,1920,6,1920
Onolee,F,1,1920,5,1920
Orabelle,F,1,1920,5,1920
Ordella,F,1,1920,5,1920
Ott,M,1,1920,5,1920
Pearly,M,1,1920,6,1920
Perline,F,1,1920,5,1920
Philander,M,1,1920,5,1920
Reah,F,1,1920,5,1920
Romilda,F,1,1920,8,1920
Rosielee,F,1,1920,5,1920
Seals,M,1,1920,5,1920
Selbert,M,1,1920,5,1920
Stoy,M,1,1920,5,1920
Sybol,F,1,1920,5,1920
Tadayoshi,M,1,1920,5,1920
Tazuko,F,1,1920,5,1920
Theone,F,1,1920,5,1920
Tokuichi,M,1,1920,5,1920
Toshiro,M,1,1920,5,1920
Valia,F,1,1920,5,1920
Vercie,F,1,1920,5,1920
Wladyslaw,M,1,1920,6,1920
Woodard,M,1,1920,5,1920
Aiken,M,1,1921,5,1920
Bambina,F,1,1921,5,1920
Beanna,F,1,1921,5,1920
Bernelle,F,1,1921,5,1920
Beryle,F,1,1921,5,1920
Burnetta,F,1,1921,5,1920
Carmie,F,1,1921,6,1920
Cedell,M,1,1921,5,1920
Concetto,M,1,1921,6,1920
Delcenia,F,1,1921,6,1920
Eddye,F,1,1921,5,1920
Ednamae,F,1,1921,5,1920
Eldred,F,1,1921,5,1920
Elsworth,M,1,1921,6,1920
Elwood,F,1,1921,6,1920
Elworth,M,1,1921,5,1920
Emagene,F,1,1921,6,1920
Essfa,F,1,1921,6,1920
Eulala,F,1,1921,5,1920
Floribel,F,1,1921,5,1920
Garnelle,F,1,1921,5,1920
Garvey,M,1,1921,6,1920
Gaza,M,1,1921,6,1920
Haynes,M,1,1921,7,1920
Hurschel,M,1,1921,5,1920
Iceola,F,1,1921,5,1920
Justilia,F,1,1921,5,1920
Kiyomi,M,1,1921,5,1920
Lafaye,F,1,1921,5,1920
Laurencio,M,1,1921,6,1920
Lenoard,M,1,1921,5,1920
Liboria,F,1,1921,7,1920
Lodena,F,1,1921,5,1920
Lorella,F,1,1921,5,1920
Lorma,F,1,1921,5,1920
Loveda,F,1,1921,6,1920
Maie,F,1,1921,5,1920
Malvern,M,1,1921,6,1920
Michaelina,F,1,1921,5,1920
Mitsuru,F,1,1921,5,1920
Moyer,M,1,1921,7,1920
Neno,M,1,1921,7,1920
Nord,M,1,1921,5,1920
Ople,F,1,1921,7,1920
Orlena,F,1,1921,5,1920
Orville,F,1,1921,6,1920
Osa,M,1,1921,5,1920
Ouita,F,1,1921,6,1920
Ovel,M,1,1921,5,1920
Perkins,M,1,1921,5,1920
Petronilo,M,1,1921,6,1920
Philomenia,F,1,1921,5,1920
Phinizy,M,1,1921,5,1920
Polk,M,1,1921,6,1920
Pope,M,1,1921,5,1920
Pryor,M,1,1921,6,1920
Que,M,1,1921,5,1920
Rafelita,F,1,1921,6,1920
Rosemond,F,1,1921,5,1920
Sachie,F,1,1921,5,1920
Shuichi,M,1,1921,5,1920
Stillman,M,1,1921,5,1920
Strother,M,1,1921,5,1920
Swan,M,1,1921,6,1920
Tecla,F,1,1921,6,1920
Therion,M,1,1921,5,1920
Thula,F,1,1921,5,1920
Trinida,M,1,1921,5,1920
Verlin,F,1,1921,5,1920
Vermont,F,1,1921,5,1920
Vieva,F,1,1921,5,1920
Vincenta,F,1,1921,8,1920
Virdell,F,1,1921,5,1920
Virge,M,1,1921,5,1920
Vona,F,1,1921,5,1920
Waldene,F,1,1921,5,1920
Waver,M,1,1921,5,1920
Wilma,M,1,1921,5,1920
Yoshi,F,1,1921,5,1920
Acie,F,1,1922,5,1920
Aldah,F,1,1922,5,1920
Amato,M,1,1922,6,1920
Arlos,M,1,1922,6,1920
Bernardina,F,1,1922,5,1920
Brack,M,1,1922,5,1920
Calogera,F,1,1922,6,1920
Caro,F,1,1922,5,1920
Casmira,F,1,1922,6,1920
Cecillia,F,1,1922,5,1920
Delphie,F,1,1922,7,1920
Deo,M,1,1922,5,1920
Dewie,M,1,1922,5,1920
Domer,M,1,1922,5,1920
Donabelle,F,1,1922,7,1920
Dover,M,1,1922,6,1920
Elner,F,1,1922,5,1920
Elzy,M,1,1922,5,1920
Ephriam,M,1,1922,5,1920
Eria,F,1,1922,5,1920
Ersilia,F,1,1922,5,1920
Ethlyn,F,1,1922,5,1920
Eulean,F,1,1922,6,1920
Eutimia,F,1,1922,5,1920
Everlina,F,1,1922,5,1920
Flay,M,1,1922,5,1920
Fremont,M,1,1922,5,1920
Fukuichi,M,1,1922,6,1920
Garnell,F,1,1922,7,1920
Gladine,F,1,1922,5,1920
Hanayo,F,1,1922,6,1920
Haruyoshi,M,1,1922,6,1920
Helma,F,1,1922,6,1920
Hidemi,M,1,1922,5,1920
Hijinio,M,1,1922,5,1920
Hugh,F,1,1922,6,1920
Huldah,F,1,1922,6,1920
Irving,F,1,1922,5,1920
Ival,M,1,1922,6,1920
Jeanet,F,1,1922,5,1920
Koneta,F,1,1922,6,1920
Laureat,M,1,1922,6,1920
Liberato,M,1,1922,5,1920
Locadio,M,1,1922,6,1920
Loette,F,1,1922,6,1920
Loveless,M,1,1922,5,1920
Marrion,F,1,1922,5,1920
Medard,M,1,1922,5,1920
Melio,M,1,1922,5,1920
Mosella,F,1,1922,6,1920
Novell,F,1,1922,6,1920
Ovell,F,1,1922,7,1920
Pairlee,F,1,1922,5,1920
Perina,F,1,1922,8,1920
Perle,F,1,1922,5,1920
Perma,F,1,1922,6,1920
Rebie,F,1,1922,5,1920
Rosezella,F,1,1922,5,1920
Rubena,F,1,1922,5,1920
Sedgie,M,1,1922,5,1920
Stclair,M,1,1922,5,1920
Stokes,M,1,1922,5,1920
Summie,M,1,1922,5,1920
Thelman,M,1,1922,5,1920
Valree,F,1,1922,8,1920
Vergene,F,1,1922,5,1920
Wilhelmine,F,1,1922,5,1920
Wilhemena,F,1,1922,5,1920
Willet,F,1,1922,5,1920
Winna,F,1,1922,6,1920
Yachiyo,F,1,1922,6,1920
Yayeko,F,1,1922,5,1920
Ynes,M,1,1922,7,1920
Yoshiro,M,1,1922,5,1920
Yoshitaka,M,1,1922,5,1920
Abbie,M,1,1923,5,1920
Adgie,F,1,1923,5,1920
Almerinda,F,1,1923,5,1920
Altus,M,1,1923,5,1920
Armina,F,1,1923,6,1920
Arquilla,F,1,1923,6,1920
Asalee,F,1,1923,5,1920
Audell,F,1,1923,6,1920
Berdena,F,1,1923,7,1920
Bernis,M,1,1923,5,1920
Birchel,M,1,1923,6,1920
Bular,F,1,1923,5,1920
Ciria,F,1,1923,6,1920
Clary,F,1,1923,6,1920
Clatie,F,1,1923,5,1920
Cleland,M,1,1923,5,1920
Clellie,F,1,1923,6,1920
Denson,M,1,1923,5,1920
Dewey,F,1,1923,5,1920
Egon,M,1,1923,5,1920
Eldredge,M,1,1923,5,1920
Elmar,M,1,1923,5,1920
Ethelreda,F,1,1923,5,1920
Evon,M,1,1923,7,1920
Garl,M,1,1923,5,1920
Genoa,F,1,1923,5,1920
Inetha,F,1,1923,5,1920
Jesucita,F,1,1923,5,1920
Jiles,M,1,1923,5,1920
Junie,M,1,1923,6,1920
Ladye,F,1,1923,5,1920
Lafaun,F,1,1923,5,1920
Loise,M,1,1923,5,1920
Loman,M,1,1923,5,1920
Luecile,F,1,1923,5,1920
Malissie,F,1,1923,5,1920
Martharee,F,1,1923,6,1920
Momoe,F,1,1923,5,1920
Norvis,F,1,1923,5,1920
Nugent,M,1,1923,5,1920
Oree,M,1,1923,5,1920
Parniece,F,1,1923,5,1920
Prudencia,F,1,1923,6,1920
Raphaela,F,1,1923,5,1920
Reaver,F,1,1923,5,1920
Reida,F,1,1923,6,1920
Shig,M,1,1923,5,1920
Shizuka,F,1,1923,6,1920
Sista,F,1,1923,5,1920
Southern,M,1,1923,6,1920
Suda,F,1,1923,5,1920
Sumako,F,1,1923,5,1920
Tharon,F,1,1923,7,1920
Trueman,M,1,1923,5,1920
Tsutako,F,1,1923,5,1920
Velvie,F,1,1923,5,1920
Vestel,M,1,1923,5,1920
Vetra,F,1,1923,5,1920
Willmer,M,1,1923,5,1920
Wister,M,1,1923,5,1920
Antha,F,1,1924,6,1920
Arsie,F,1,1924,7,1920
Asao,M,1,1924,5,1920
Asuncion,F,1,1924,5,1920
Atsushi,M,1,1924,8,1920
Audre,F,1,1924,5,1920
Bernardita,F,1,1924,7,1920
Candita,F,1,1924,6,1920
Charls,M,1,1924,5,1920
Cladie,F,1,1924,6,1920
Cluster,M,1,1924,5,1920
Daphene,F,1,1924,5,1920
Dargan,M,1,1924,6,1920
Dasie,F,1,1924,5,1920
Denotra,F,1,1924,5,1920
Dexter,F,1,1924,6,1920
Donaciana,F,1,1924,5,1920
Egidio,M,1,1924,5,1920
Emmert,M,1,1924,6,1920
Enolia,F,1,1924,5,1920
Eutha,F,1,1924,5,1920
Everlene,F,1,1924,5,1920
Feloniz,F,1,1924,8,1920
Ferrel,M,1,1924,5,1920
Gabina,F,1,1924,5,1920
Glendola,F,1,1924,5,1920
Ismay,F,1,1924,5,1920
Kanji,M,1,1924,5,1920
Lafe,M,1,1924,5,1920
Lealer,F,1,1924,5,1920
Leronia,F,1,1924,5,1920
Letizia,F,1,1924,5,1920
Lonia,F,1,1924,5,1920
Lorn,M,1,1924,5,1920
Lotta,F,1,1924,5,1920
Luvender,M,1,1924,5,1920
Melchora,F,1,1924,5,1920
Mozter,F,1,1924,5,1920
Oddie,F,1,1924,5,1920
Odena,F,1,1924,5,1920
Oleen,F,1,1924,5,1920
Omelia,F,1,1924,5,1920
Ommie,F,1,1924,5,1920
Ovella,F,1,1924,5,1920
Pleasant,M,1,1924,5,1920
Pledger,M,1,1924,6,1920
Rosala,F,1,1924,5,1920
Sabatino,M,1,1924,5,1920
Seymore,M,1,1924,7,1920
Tetsuro,M,1,1924,5,1920
Thera,F,1,1924,5,1920
Thomasa,F,1,1924,8,1920
Thurl,M,1,1924,5,1920
Verner,F,1,1924,5,1920
Virgiline,F,1,1924,5,1920
Waitman,M,1,1924,6,1920
Waldon,M,1,1924,5,1920
Waveline,F,1,1924,5,1920
Willadeen,F,1,1924,9,1920
Wilmina,F,1,1924,5,1920
Wilmot,M,1,1924,5,1920
Ynes,F,1,1924,5,1920
Zelphia,F,1,1924,5,1920
Alfonsina,F,1,1925,5,1920
Aniseto,M,1,1925,5,1920
Aristide,M,1,1925,5,1920
Armilda,F,1,1925,6,1920
Bacilia,F,1,1925,5,1920
Berthal,M,1,1925,5,1920
Bloneva,F,1,1925,6,1920
Calletana,F,1,1925,6,1920
Cona,F,1,1925,5,1920
Conferina,F,1,1925,5,1920
Creasie,F,1,1925,6,1920
Cubia,F,1,1925,5,1920
Davie,F,1,1925,5,1920
Doil,M,1,1925,5,1920
Doyt,M,1,1925,5,1920
Genella,F,1,1925,6,1920
Gregario,M,1,1925,5,1920
Guydra,F,1,1925,5,1920
Hansell,M,1,1925,6,1920
Heriberta,F,1,1925,5,1920
Hodge,M,1,1925,5,1920
Ignace,M,1,1925,6,1920
Ignacita,F,1,1925,5,1920
Kaola,F,1,1925,5,1920
Kazuyo,F,1,1925,6,1920
Kazuyoshi,M,1,1925,5,1920
Lemmie,F,1,1925,5,1920
Louvinia,F,1,1925,5,1920
Luberdie,F,1,1925,5,1920
Lupie,F,1,1925,6,1920
Luvina,F,1,1925,7,1920
Margorie,F,1,1925,7,1920
Melverine,F,1,1925,6,1920
Mertha,F,1,1925,7,1920
Minter,M,1,1925,6,1920
Modell,F,1,1925,8,1920
Modine,F,1,1925,5,1920
Normalee,F,1,1925,5,1920
Octaviana,F,1,1925,6,1920
Oreta,F,1,1925,5,1920
Oveta,F,1,1925,5,1920
Ovey,M,1,1925,5,1920
Ovide,M,1,1925,5,1920
Paulyne,F,1,1925,5,1920
Pearlina,F,1,1925,5,1920
Prue,M,1,1925,5,1920
Rosela,F,1,1925,5,1920
Senorina,F,1,1925,5,1920
Sible,F,1,1925,5,1920
Simmie,F,1,1925,5,1920
Velma,M,1,1925,6,1920
Verle,F,1,1925,6,1920
Vertis,F,1,1925,5,1920
Wilmajean,F,1,1925,5,1920
Yayoi,F,1,1925,5,1920
Armistead,M,1,1926,7,1920
Artice,M,1,1926,5,1920
Calmer,M,1,1926,6,1920
Clanton,M,1,1926,5,1920
Crestina,F,1,1926,5,1920
Deroe,M,1,1926,5,1920
Dorace,F,1,1926,6,1920
Erasmus,M,1,1926,5,1920
Ervie,M,1,1926,6,1920
Gathel,F,1,1926,5,1920
Georgian,F,1,1926,6,1920
Glenadine,F,1,1926,5,1920
Gleneva,F,1,1926,5,1920
Gordie,F,1,1926,5,1920
Hale,M,1,1926,5,1920
Harwell,M,1,1926,5,1920
Herley,M,1,1926,5,1920
Hjordis,F,1,1926,5,1920
Idalina,F,1,1926,5,1920
Ireta,F,1,1926,5,1920
Jasinto,M,1,1926,5,1920
Kikumi,F,1,1926,6,1920
Ladene,F,1,1926,6,1920
Laverle,F,1,1926,5,1920
Lillion,F,1,1926,5,1920
Livingston,M,1,1926,6,1920
Lovey,F,1,1926,5,1920
Lowry,M,1,1926,5,1920
Maragret,F,1,1926,5,1920
Marciana,F,1,1926,6,1920
Marshel,M,1,1926,5,1920
Marvyl,F,1,1926,5,1920
Mizell,M,1,1926,5,1920
Monez,F,1,1926,6,1920
Moss,M,1,1926,5,1920
Narice,F,1,1926,5,1920
Nobue,F,1,1926,7,1920
Obbie,M,1,1926,5,1920
Paschal,M,1,1926,5,1920
Pio,M,1,1926,5,1920
Quillie,M,1,1926,5,1920
Robie,F,1,1926,7,1920
Ruthel,F,1,1926,7,1920
Tanis,M,1,1926,5,1920
Teola,F,1,1926,6,1920
Tomacita,F,1,1926,5,1920
